# x, y
0.00000000e+00  -2.99961354e+00
1.19952278e-20  -2.99703717e+00
1.27678182e-20  -2.99341893e+00
0.00000000e+00  -2.99135239e+00
1.28348214e-02  -3.00000000e+00
1.17187500e-02  -3.00000000e+00
9.85863090e-03  -3.00000000e+00
2.46975807e-02  -3.00000000e+00
2.34375000e-02  -3.00000000e+00
2.09009741e-02  -3.00000000e+00
4.66308594e-02  -3.00000000e+00
4.29687500e-02  -3.00000000e+00
3.90625000e-02  -3.00000000e+00
3.88077446e-02  -3.00000000e+00
7.50762195e-02  -3.00000000e+00
7.03125000e-02  -3.00000000e+00
6.78698216e-02  -3.00000000e+00
2.34375000e-01  -3.00000000e+00
2.18750000e-01  -3.00000000e+00
2.03125000e-01  -3.00000000e+00
1.87500000e-01  -3.00000000e+00
1.71875000e-01  -3.00000000e+00
1.56250000e-01  -3.00000000e+00
1.40625000e-01  -3.00000000e+00
1.25000000e-01  -3.00000000e+00
1.17187500e-01  -3.00000000e+00
1.09375000e-01  -3.00000000e+00
1.01562500e-01  -3.00000000e+00
9.37500000e-02  -3.00000000e+00
8.93895348e-02  -3.00000000e+00
2.94880319e-01  -3.00000000e+00
2.81250000e-01  -3.00000000e+00
2.65625000e-01  -3.00000000e+00
2.54676095e-01  -3.00000000e+00
3.26562500e-01  -3.00000000e+00
3.12500000e-01  -3.00000000e+00
3.07291667e-01  -3.00000000e+00
3.60932309e-01  -3.00000000e+00
3.59375000e-01  -3.00000000e+00
3.43750000e-01  -3.00000000e+00
3.28269676e-01  -3.00000000e+00
3.97215136e-01  -3.00000000e+00
3.90625000e-01  -3.00000000e+00
3.87715841e-01  -3.00000000e+00
5.11155815e-01  -3.00000000e+00
5.31250000e-01  -3.00000000e+00
5.62500000e-01  -3.00000000e+00
5.63899254e-01  -3.00000000e+00
6.36513158e-01  -3.00000000e+00
6.56250000e-01  -3.00000000e+00
6.87500000e-01  -3.00000000e+00
7.02965561e-01  -3.00000000e+00
7.37614329e-01  -3.00000000e+00
7.50000000e-01  -3.00000000e+00
7.81250000e-01  -3.00000000e+00
8.12500000e-01  -3.00000000e+00
8.13740079e-01  -3.00000000e+00
8.80565068e-01  -3.00000000e+00
9.06250000e-01  -3.00000000e+00
9.28179825e-01  -3.00000000e+00
9.75673077e-01  -3.00000000e+00
1.00000000e+00  -3.00000000e+00
1.06250000e+00  -3.00000000e+00
1.12500000e+00  -3.00000000e+00
1.18750000e+00  -3.00000000e+00
1.25000000e+00  -3.00000000e+00
1.31217105e+00  -3.00000000e+00
1.43365385e+00  -3.00000000e+00
1.43750000e+00  -3.00000000e+00
1.50000000e+00  -3.00000000e+00
1.56250000e+00  -3.00000000e+00
1.58964202e+00  -3.00000000e+00
1.67766608e+00  -3.00000000e+00
